Gender,Height,Weight(lbs),Weight(kgs)
Male,73.84701702,241.8935632,109.70229623582766
Male,68.78190405,162.3104725,73.61019160997732
Male,74.11010539,212.74085559999997,96.48111365079363
Male,71.73097840000001,220.04247030000002,99.79250353741497
Male,69.88179586,206.3498006,93.5826760090703
Male,67.25301569,152.21215580000003,69.03045614512473
Male,68.78508125,183.9278886,83.41400843537414
Male,68.34851551,167.9711105,76.17737437641723
Male,67.01894966,175.9294404,79.78659428571429
Male,63.45649398,156.3996764,70.92955845804988
Male,71.19538228,186.6049256,84.6280841723356
Male,71.64080512,213.74116949999998,96.93477074829931
Male,64.76632913,167.1274611,75.79476693877551
Male,69.28307009999999,189.4461814,85.91663555555556
Male,69.24373223,186.434168,84.55064308390023
Male,67.6456197,172.18693009999998,78.08931070294784
Male,72.41831663,196.0285063,88.90181691609978
Male,63.97432572,172.88347019999998,78.4052019047619
Male,69.64005990000001,185.9839576,84.34646603174603
Male,67.93600485,182.426648,82.73317369614512
Male,67.91505019,174.1159291,78.96414018140588
Male,69.43943987,197.7314216,89.67411410430839
Male,66.14913196,149.173566,67.65241088435374
Male,75.20597361,228.76178059999998,103.7468392743764
Male,67.89319634,162.00665180000001,73.47240444444445
Male,68.14403279999999,192.3439766,87.23082839002267
Male,69.08963143,184.4351744,83.64407002267573
Male,72.80084352,206.8281894,93.79963238095239
Male,67.42124228,175.21392240000003,79.46209632653063
Male,68.49641536,154.3426389,69.99666163265306
Male,68.61811055,187.5068432,85.03711709750566
Male,74.03380762,212.9102253,96.55792530612246
Male,71.52821604,195.03224319999998,88.44999691609976
Male,69.18016109999999,205.18362130000003,93.05379650793651
Male,69.57720237,204.16412549999998,92.59144013605442
Male,70.40092889,192.9035151,87.48458734693877
Male,69.07617117,197.4882426,89.56382884353742
Male,67.19352328,183.81097319999998,83.36098557823128
Male,65.80731565,163.8518249,74.30921764172335
Male,64.30418789,163.10801709999998,73.97188984126983
Male,67.97433623,172.13559740000002,78.06603056689343
Male,72.18942596,194.04540490000002,88.00245120181407
Male,65.27034552,168.61774619999997,76.4706331972789
Male,66.09017738,161.1934326,73.1035975510204
Male,67.51032152,164.66027730000002,74.67586272108844
Male,70.10478626,188.9223032,85.67904907029478
Male,68.25183644,187.0605522,84.8347175510204
Male,72.17270912,209.0708634,94.8167180952381
Male,69.17985762,192.0143354,87.08133124716552
Male,72.87036015,211.34249680000002,95.84693732426304
Male,64.78258298,165.6116262,75.10731346938775
Male,70.18354989,201.07191809999998,91.18907850340135
Male,68.49145025,173.4239603,78.65032213151927
Male,67.33083088,181.4076793,82.27105637188208
Male,66.99094408,169.7377074,76.97855210884353
Male,66.49954989999999,163.3095283,74.06327814058957
Male,68.35305665,189.71020990000002,86.0363763718821
Male,70.77445907,192.12484730000003,87.13145002267575
Male,71.21592367,198.1984641,89.88592476190476
Male,70.01336535,209.5264998,95.02335591836734
Male,71.40318222,198.7597927,90.14049555555555
Male,69.55200509,198.0795237,89.83198353741497
Male,73.81853456,195.2906122,88.56717106575964
Male,66.99688275,164.94330300000001,74.80421904761906
Male,71.41846589,179.8639023,81.57093074829932
Male,65.27930021,155.2504207,70.40835405895692
Male,68.27419147,184.51939119999997,83.68226358276642
Male,72.76536995,220.6780415,100.08074444444445
Male,68.0993798,183.31265530000002,83.13499106575964
Male,68.89670607,196.4513123,89.09356566893425
Male,69.28950996,184.5956083,83.71682916099773
Male,70.52322452,207.5328385,94.11920113378685
Male,69.66372523,177.2009288,80.36323301587302
Male,67.59526881,163.1080022,73.97188308390022
Male,72.50812038,216.2182301,98.05815424036281
Male,71.25298559999999,204.65549380000002,92.81428290249434
Male,71.80918689,200.92057119999998,91.12044045351473
Male,72.24516548,220.9017699,100.18220857142857
Male,66.51262766,196.4498603,89.09290716553288
Male,66.029034,168.64081000000002,76.48109297052154
Male,67.57715394,181.43271299999998,82.2824095238095
Male,68.2465686,198.6586733,90.09463641723356
Male,73.826127,237.91673590000002,107.8987464399093
Male,69.80246436,173.0412559,78.47676004535148
Male,65.95957778,160.6839166,72.87252453514739
Male,71.07901758,188.60291909999998,85.53420367346938
Male,66.59619654,208.34569399999998,94.48784308390022
Male,68.95153509,193.43511850000002,87.72567732426305
Male,68.24446179,174.1096938,78.96131238095238
Male,72.31682512,197.3685892,89.50956426303854
Male,71.81542045,201.6206667,91.43794408163265
Male,65.23704952,181.01197319999997,82.09159782312923
Male,70.64053009,182.122486,82.59523174603174
Male,64.73192560000001,177.5492634,80.52120789115646
Male,67.10355118,164.9745807,74.81840394557823
Male,65.11748489,165.7171122,75.15515292517007
Male,71.70123402,193.0941635,87.5710492063492
Male,66.83287821,180.683887,81.9428058956916
Male,66.47127526,172.7737229,78.35542988662131
Male,69.41152622,177.47061619999997,80.48554022675735
Male,70.05217747,200.8187373,91.07425727891156
Male,66.74360465,167.7397753,76.07246045351474
Male,66.27432912,154.3956248,70.02069151927438
Male,68.32844799,177.98472859999998,80.71869777777776
Male,70.0758882,183.938857,83.41898276643991
Male,68.73298815,179.2047821,81.27201002267573
Male,67.55605126,158.5679874,71.9129194557823
Male,66.25363253,166.50353159999997,75.5118057142857
Male,69.18220268,171.9836776,77.9971326984127
Male,67.60910494,174.3641824,79.07672671201814
Male,69.29273802,187.7453519,85.14528430839002
Male,68.19068401,201.48796240000001,91.37776072562359
Male,71.60708580000001,204.9270121,92.93742045351475
Male,69.19685751,178.68554650000002,81.03652902494332
Male,67.26196098,164.01442769999997,74.38296040816324
Male,73.6851934,223.27000440000003,101.25623782312927
Male,69.53721501,202.9583063,92.04458335600907
Male,68.31155984,189.3917856,85.8919662585034
Male,67.73896347,178.1705556,80.80297306122449
Male,71.7057626,223.2993352,101.26953977324263
Male,63.632264600000006,167.0287067,75.74998036281178
Male,68.72119846,180.468682,81.84520725623582
Male,66.94934165,164.4391456,74.57557623582765
Male,62.70698974,149.9696184,68.01343238095238
Male,72.25840892,192.9102666,87.48764925170067
Male,70.90865306,201.8839987,91.55736902494331
Male,67.6098436,179.86802600000001,81.57280090702949
Male,70.80155896,196.4677247,89.10100893424035
Male,69.30476905,187.55164950000002,85.05743741496599
Male,66.24289834,171.6931597,77.86537854875283
Male,67.49219298,191.69960480000003,86.93859628117914
Male,65.80624829,165.85064780000002,75.21571328798187
Male,71.44370566,185.66274130000002,84.20078970521543
Male,68.46440582,178.2818007,80.85342435374149
Male,63.98792460000001,150.9790513,68.47122507936508
Male,71.00189769,209.92932340000002,95.20604235827665
Male,68.13972419,174.1578043,78.98313120181406
Male,68.39540025,179.8789771,81.57776739229024
Male,68.09621975,167.7471412,76.07580099773241
Male,68.14059036,183.0446604,83.01345142857143
Male,68.86009031,169.5568208,76.89651736961451
Male,66.14885254,173.4316727,78.6538198185941
Male,66.20603205,180.8895546,82.03607918367346
Male,67.43212021,183.50893290000002,83.22400585034015
Male,69.47110603,205.9779102,93.41401823129252
Male,70.51585969,183.75984519999997,83.33779827664398
Male,71.33837604,201.9544955,91.5893403628118
Male,71.00194477,216.12009469999998,98.01364839002267
Male,66.20234771,159.3903237,72.28586108843538
Male,72.54330705,210.3364247,95.39066879818594
Male,67.47935176,178.61835019999998,81.00605451247165
Male,65.35041056,146.7397976,66.5486610430839
Male,70.84406242,195.937015,88.86032426303855
Male,69.93847526,170.17585380000003,77.17725795918368
Male,64.73981548,169.6540541,76.94061410430838
Male,69.30840288,198.3786936,89.96766149659864
Male,68.83846286,179.9077169,81.59080131519273
Male,61.93732327,147.2636865,66.78625238095238
Male,68.59333554,176.9842511,80.26496648526077
Male,65.21857558,185.46778840000002,84.11237569160998
Male,64.33364811,177.4938023,80.4960554648526
Male,68.7489067,169.8274774,77.01926412698413
Male,72.4896554,198.58169819999998,90.05972707482992
Male,67.23393092,203.3503393,92.22237609977324
Male,67.26360484,193.2176727,87.62706244897959
Male,65.11850428,178.13494519999998,80.78682321995464
Male,66.26282004,162.7795834,73.82294031746032
Male,67.70167966,159.28651059999999,72.23878031746031
Male,65.53069597,172.114312,78.05637732426304
Male,69.86896981,201.8370426,91.5360737414966
Male,68.48187536,170.3523296,77.2572923356009
Male,72.21396335,205.38976069999998,93.14728376417233
Male,68.17953269,169.7877681,77.00125537414965
Male,71.98120654,200.4373105,90.9012746031746
Male,66.06513673,178.588954,80.99272290249434
Male,66.65616417,168.01402969999998,76.19683886621314
Male,67.59942420000002,177.7664258,80.61969424036282
Male,68.24594409,193.277624,87.65425124716553
Male,64.80862144,162.37954059999998,73.64151501133786
Male,67.49221827,183.3838244,83.1672673015873
Male,68.18073071,181.0560953,82.111607845805
Male,69.5533849,210.871799,95.63346893424037
Male,66.40224967,165.5684991,75.08775469387754
Male,66.59215711,196.1484498,88.95621306122449
Male,71.93588658,202.0464252,91.63103183673468
Male,68.28704173,170.4136025,77.28508049886621
Male,69.9554512,201.9480853,91.58643324263038
Male,71.85112915,193.38698459999998,87.70384789115644
Male,65.75549864,179.8556896,81.56720616780045
Male,67.03185208,156.489935,70.97049206349206
Male,76.70983486,235.0354188,106.59202666666667
Male,72.57112137,230.56053500000002,104.56260090702948
Male,69.72880490000001,203.895655,92.46968480725623
Male,72.799224,218.2163966,98.96435219954648
Male,72.53935407,222.6671779,100.9828471201814
Male,72.29474338,208.4748659,94.54642444444444
Male,67.25332482,180.77978000000002,81.98629478458051
Male,75.94446038,231.9247485,105.18129183673469
Male,66.31623192,170.5938581,77.36682907029478
Male,71.15605349,188.2714563,85.38388040816326
Male,71.19220229,196.0615292,88.91679328798186
Male,72.19751201,214.60358419999997,97.32588852607708
Male,75.14082143,224.1242713,101.64366045351474
Male,64.41152936,158.5793973,71.91809401360544
Male,64.73442436,166.5011147,75.51070961451246
Male,63.41458714,160.1406156,72.62612952380951
Male,67.84866523,176.1726343,79.89688630385487
Male,65.93178483,174.4852947,79.13165292517006
Male,70.96655044,193.9064988,87.93945523809523
Male,67.58074728,186.99160669999998,84.80344975056688
Male,68.58927044,173.5957961,78.72825219954649
Male,70.32475344,193.34656030000002,87.68551487528346
Male,72.39448041,208.436509,94.52902902494331
Male,70.82085671,206.03297780000003,93.43899219954649
Male,65.90330126,172.575231,78.26541088435374
Male,74.79537502,232.63540279999998,105.50358403628117
Male,67.68091903,177.2401455,80.38101836734694
Male,67.15596277,175.64669019999997,79.65836290249432
Male,71.77484122,212.6261023,96.42907133786848
Male,64.66523194,166.969204,75.72299501133786
Male,68.12276836,196.41441530000003,89.07683233560091
Male,66.78692724,165.43124219999999,75.02550666666666
Male,66.80584984,176.5658186,80.07520117913832
Male,67.88601379999999,174.65203469999997,79.2072719727891
Male,69.17357692,195.2375293,88.54309718820862
Male,70.22492333,205.6844384,93.28092444444444
Male,64.85579918,158.3414424,71.81017795918368
Male,67.82109327,169.0810083,76.68072938775511
Male,63.44024747,135.6558759,61.521939183673474
Male,71.84843485,218.1574695,98.93762789115645
Male,66.72807365,155.8995413,70.70273981859411
Male,71.96830565,201.5281774,91.39599882086168
Male,76.02134748,235.92606060000003,106.99594585034015
Male,71.47610128,195.3926176,88.61343201814059
Male,67.36980864,176.6361636,80.10710367346938
Male,70.55524376,198.4602486,90.00464789115647
Male,69.86710128,185.71691,84.2253560090703
Male,67.94757004,177.3477798,80.42983210884354
Male,74.10455886,215.75970350000003,97.85020566893425
Male,69.1678363,187.02242030000002,84.8174241723356
Male,66.55722857,171.5878843,77.81763460317461
Male,66.70160499,172.8398091,78.38540095238095
Male,67.24606495,168.2802869,76.31759043083899
Male,69.05138548,163.8204889,74.29500630385486
Male,70.67274718,190.0234342,86.17842820861678
Male,65.49899512,156.8699517,71.14283523809523
Male,65.18722085,172.6064826,78.27958394557822
Male,67.56814301,169.063983,76.67300816326531
Male,73.81538569,231.37450809999999,104.93174970521541
Male,71.60656421,207.25047680000003,93.9911459410431
Male,67.72474924,172.1527722,78.07381959183672
Male,68.23113195,199.82775800000002,90.6248335600907
Male,65.92942171,168.0904122,76.2314794557823
Male,71.54849571,197.8196148,89.71411102040817
Male,69.16438112,196.892315,89.29356689342403
Male,68.59765932,180.2217801,81.73323360544217
Male,71.05751089,189.13401240000002,85.77506231292517
Male,63.64405958,158.42271730000002,71.84703732426304
Male,71.1824554,208.9226827,94.74951596371882
Male,66.12867317,187.1411195,84.8712560090703
Male,65.05737312,157.58243149999998,71.46595532879817
Male,68.09137436,181.644445,82.37843310657595
Male,70.9931439,204.7466782,92.85563637188208
Male,74.22117488,231.1301898,104.82094775510204
Male,69.32711818,186.2584296,84.4709431292517
Male,64.93134219,181.0938696,82.12873904761905
Male,68.34684231,198.92097969999998,90.21359623582765
Male,70.92912508,203.3704632,92.23150258503401
Male,61.4778092,161.0287521,73.0289125170068
Male,68.49081272,189.8066818,86.08012780045351
Male,72.04988987,200.20282849999998,90.7949335600907
Male,72.52166703,221.8626503,100.61798199546486
Male,71.23391139,214.0601482,97.07943229024943
Male,72.25911519,201.7014216,91.47456761904762
Male,67.5650399,187.1870936,84.89210594104308
Male,72.26760699,196.5274669,89.12810290249433
Male,62.600248,151.72070369999997,68.80757537414965
Male,66.23643729,167.2975303,75.8718958276644
Male,69.65043741,198.843696,90.17854693877551
Male,69.28592141,178.789548,81.08369523809523
Male,70.72527874,193.5392521,87.77290344671202
Male,68.82861496,197.737905,89.67705442176872
Male,66.01442823,184.4618115,83.65615034013605
Male,66.41488206,155.1947717,70.38311641723355
Male,66.61562439,160.9919899,73.01224031746031
Male,68.03482178,189.0844617,85.75259034013605
Male,70.50239804,172.9857771,78.45159959183674
Male,69.15772949,195.89525690000002,88.84138634920636
Male,70.79502261,215.74645530000004,97.844197414966
Male,65.19437712,166.70737309999998,75.60425083900226
Male,74.78571432,239.4643429,108.60060902494331
Male,71.06690628,184.2792458,83.5733541043084
Male,69.33419779,199.9838909,90.69564213151928
Male,69.89920395,191.41223109999999,86.80826807256234
Male,64.42519379,169.1094014,76.6936060770975
Male,67.8521307,194.74452250000002,88.31951133786849
Male,67.54906949,183.2665331,83.11407396825396
Male,74.76744684,210.3699087,95.40585428571428
Male,71.41894599,198.0424839,89.81518544217687
Male,67.12034439,172.66409040000002,78.3057099319728
Male,69.85958791,197.07085619999998,89.37453795918366
Male,68.43081339,190.50581,86.39719274376417
Male,67.93348261,184.5554831,83.69863179138322
Male,68.49534316,179.9298166,81.60082385487529
Male,65.24414341,159.5032198,72.33706113378685
Male,70.18535205,197.8845071,89.74354063492063
Male,71.10413316,217.26960519999997,98.53496834467119
Male,68.44757854,187.907426,85.2187873015873
Male,65.42057682,176.86168419999998,80.20938058956915
Male,67.70078811,185.1482021,83.96743859410431
Male,74.22306306,223.3080403,101.27348766439908
Male,71.16724587,206.9429818,93.85169242630386
Male,67.23077189,171.0169406,77.55870321995465
Male,67.88055919,175.222848,79.46614421768707
Male,67.37637547,173.3103956,78.59881886621315
Male,68.76124693,181.12597350000001,82.1432986394558
Male,71.70527249999999,202.6090083,91.88617156462584
Male,69.38099479,199.85092,90.63533786848072
Male,73.71652763,223.51472230000002,101.36722099773243
Male,69.45337621,219.2617067,99.43841573696145
Male,70.78628981,211.21608089999998,95.78960585034012
Male,71.76846374,200.79898300000002,91.06529841269843
Male,69.34345396,208.8097753,94.69831079365079
